condition	gene_symbol
POLYOMAJCMAD1-LST	ATP2A2
POLYOMAJCMAD1-LST	CSRP2
POLYOMAJCMAD1-LST	SLC25A12
POLYOMAJCMAD1-LST	TMX3
POLYOMAJCMAD1-LST	RBL1
POLYOMAJCMAD1-LST	CNP
POLYOMAJCMAD1-LST	IGF2R
POLYOMAJCMAD1-LST	TXNIP
POLYOMAJCMAD1-LST	DNAJA1
POLYOMAJCMAD1-LST	RFTN1
POLYOMAJCMAD1-LST	STIM1
POLYOMAJCMAD1-LST	RB1
POLYOMAJCMAD1-LST	GPX8
POLYOMAJCMAD1-LST	COPA
POLYOMAJCMAD1-LST	ESYT2
POLYOMAJCMAD1-LST	ZC3H18
POLYOMAJCMAD1-LST	VTA1
POLYOMAJCMAD1-LST	C9orf167
POLYOMAJCMAD1-LST	ATAD3A
POLYOMAJCMAD1-LST	PFKP
POLYOMAJCMAD1-LST	TP53
POLYOMAMCPyV-LST	VPS11
POLYOMAMCPyV-LST	STUB1
POLYOMAMCPyV-LST	BAG2
POLYOMAMCPyV-LT	KPNA4
POLYOMAMCPyV-LT	CSRP2
POLYOMAMCPyV-LT	PGAM5
POLYOMAMCPyV-LT	SGPL1
POLYOMAMCPyV-LT	KPNA2
POLYOMAMCPyV-LT	STUB1
POLYOMAMCPyV-LT	PIP4K2B
POLYOMAMCPyV-LT	AP2M1
POLYOMAMCPyV-LT	ABCD3
POLYOMAMCPyV-LT	DDX24
POLYOMAMCPyV-LT	HSPA4
POLYOMAMCPyV-LT	PTRF
POLYOMAMCPyV-LT	IKBIP
POLYOMAMCPyV-LT	SRP14
POLYOMAMCPyV-LT	RB1
POLYOMAMCPyV-LT	VPS11
POLYOMAMCPyV-LT	SDPR
POLYOMAMCPyV-LT	BAG3
POLYOMAMCPyV-LT	GTF3C1
POLYOMAMCPyV-LT	HDLBP
POLYOMAMCPyV-LT	VPS39
POLYOMAMCPyV-LT	TFDP1
POLYOMAMCPyV-LT	VAPA
POLYOMAMCPyV-LT	EMD
POLYOMAMCPyV-LT	FAM71E2
POLYOMAMCPyV-LT	P4HA3
POLYOMAMCPyV-LT	BAG5
POLYOMAMCPyV-LT	PPP2R1A
POLYOMAMCPyV-LT	MAP4
POLYOMAMCPyV-LT	RTN4
POLYOMAMCPyV-LT	TCEB1
POLYOMAMCPyV-LT	VAPB
POLYOMAMCPyV-LT	TSPYL1
POLYOMAMCPyV-LT	SRPRB
POLYOMAMCPyV-LT	TRIM38
POLYOMAMCPyV-LT	KPNA3
POLYOMAMCPyV-LT	USMG5
POLYOMAMCPyV-LT	ABCA13
POLYOMAMCPyV-LT	AP2A1
POLYOMAMCPyV-LT	CSNK2B
POLYOMAMCPyV-LT	E2F4
POLYOMAMCPyV-LT	E2F3
POLYOMAMCPyV-LT	DNAJC7
POLYOMAMCPyV-LT	BAG2
POLYOMAMCPyV-ST	MTCH2
POLYOMAMCPyV-ST	MBOAT7
POLYOMAMCPyV-ST	NOTCH2
POLYOMAMCPyV-ST	MMP14
POLYOMAMCPyV-ST	PPM1B
POLYOMAMCPyV-ST	CD44
POLYOMAMCPyV-ST	EMD
POLYOMAMCPyV-ST	LOX
POLYOMAMCPyV-ST	RAB18
POLYOMAMCPyV-ST	ADAM9
POLYOMAMCPyV-ST	ABHD12
POLYOMAMCPyV-ST	SQRDL
POLYOMAMCPyV-ST	SPARC
POLYOMAMCPyV-ST	VKORC1
POLYOMAMCPyV-ST	CNP
POLYOMAMCPyV-ST	PPP2R1A
POLYOMAMCPyV-ST	BAG3
POLYOMAMCPyV-ST	BAG5
POLYOMAMCPyV-ST	PSMC3
POLYOMAMCPyV-ST	PGRMC2
POLYOMAMCPyV-ST	PPM1A
POLYOMAMCPyV-ST	BAG2
POLYOMAMCPyV-ST	TIMM8A
POLYOMAMCPyV-ST	ANKRD13A
POLYOMAMCPyV-ST	EFEMP2
POLYOMAMCPyV-ST	AIP
POLYOMAMCPyV-ST	MPZL1
POLYOMAMCPyV-ST	USMG5
POLYOMAMCPyV-ST	TMEM165
POLYOMAMCPyV-ST	RPS27L
POLYOMAMCPyV-ST	SRPRB
POLYOMAMCPyV-ST	DNAJB4
POLYOMAMCPyV-ST	RNH1
POLYOMAMCPyV-ST	COPG2
POLYOMAMCPyV-ST	TMX3
POLYOMAMCPyV-ST	DNAJA1
POLYOMAMCPyV-ST	PSMC2
POLYOMAMCPyV-ST	PDGFRB
POLYOMAMCPyV-ST	NSD1
POLYOMAMCPyV-ST	SRPR
POLYOMAMCPyV-ST	ACBD3
POLYOMAMCPyV-ST	TOLLIP
POLYOMAMCPyV-ST	IGF2R
POLYOMAMCPyV-ST	SURF4
POLYOMAMCPyV-ST	IKBIP
POLYOMAMCPyV-ST	P4HB
POLYOMAMCPyV-ST	PSMC4
POLYOMAMCPyV-ST	ATP2A2
POLYOMAMCPyV-ST	PTTG1IP
POLYOMAMCPyV-ST	RPL21
POLYOMAMCPyV-ST	PPM1G
POLYOMAMCPyV-ST	STUB1
POLYOMAMCPyV-ST	HSPA4
POLYOMAMCPyV-ST	MARCKS
POLYOMAMCPyV-ST	CTSB
POLYOMAMCPyV-ST	CNBP
POLYOMAMCPyV-ST	PRAF2
POLYOMAMCPyV-ST	DNAJC7
POLYOMASV40-LT	RB1
POLYOMASV40-LT	FBXW7
POLYOMASV40-LT	TP53
POLYOMASV40-LT	PSMA1
POLYOMASV40-LT	PSMA4
POLYOMASV40-LT	ITSN1
POLYOMASV40-LT	BMS1
POLYOMASV40-LT	GLIPR2
POLYOMASV40-LT	CSRP2
POLYOMASV40-LT	BAG4
POLYOMASV40-LT	SEC61B
POLYOMASV40-LT	KPNA4
POLYOMASV40-LT	COL6A6
POLYOMASV40-LT	E2F4
POLYOMASV40-LT	NDUFA4
POLYOMASV40-LT	KPNA2
POLYOMASV40-LT	TRIM22
POLYOMASV40-LT	PSMC6
POLYOMASV40-LT	CNP
POLYOMASV40-LT	COL6A1
POLYOMASV40-LT	FAM111A
POLYOMASV40-LT	SAMHD1
POLYOMASV40-LT	VKORC1
POLYOMASV40-LT	BAG1
POLYOMASV40-LT	RFTN1
POLYOMASV40-LT	NSMCE2
POLYOMASV40-LT	HSPA4L
POLYOMASV40-LT	SRP9
POLYOMASV40-LT	SMCHD1
POLYOMASV40-LT	PNN
POLYOMASV40-LT	TBXAS1
POLYOMASV40-LT	KPNA3
POLYOMASV40-LT	BPTF
POLYOMASV40-LT	TRPT1
POLYOMASV40-LT	RPS5
POLYOMASV40-LT	RNF138
POLYOMASV40-LT	LMO7
POLYOMASV40-LT	COL6A3
POLYOMASV40-LT	CSRP1
POLYOMASV40-LT	SEPT9
POLYOMASV40-LT	SEC63
POLYOMASV40-LT	MAP2K3
POLYOMASV40-LT	NSMCE4A
POLYOMASV40-LT	CDK2
POLYOMASV40-LT	ZRANB2
POLYOMASV40-LT	RBL1
POLYOMASV40-LT	SCCPDH
POLYOMASV40-LT	BAG3
POLYOMASV40-LT	DIP2B
POLYOMASV40-LT	DNAJC7
POLYOMASV40-LT	UBAC1
POLYOMASV40-LT	NAA16
POLYOMASV40-LT	MTCH2
POLYOMASV40-LT	MARCKS
POLYOMASV40-LT	SPRYD3
POLYOMASV40-LT	SMC6
POLYOMASV40-LT	PARP9
POLYOMASV40-LT	THADA
POLYOMASV40-LT	PFKP
POLYOMASV40-LT	SMC5
POLYOMASV40-LT	CNBP
POLYOMASV40-LT	ZC3H18
POLYOMASV40-LT	ASPH
POLYOMASV40-LT	BAG5
POLYOMASV40-LT	FARSA
POLYOMASV40-LT	ABCA13
POLYOMASV40-LT	PPP2R1A
POLYOMASV40-LT	PAF1
POLYOMASV40-LT	IKBIP
POLYOMASV40-LT	VAPA
POLYOMASV40-LT	PSMA6
POLYOMASV40-LT	SLIRP
POLYOMASV40-LT	STUB1
POLYOMASV40-LT	E2F3
POLYOMASV40-LT	EGLN1
POLYOMASV40-LT	FBN1
POLYOMASV40-LT	DNAJB4
POLYOMASV40-LT	SQRDL
POLYOMASV40-LT	PDLIM7
POLYOMASV40-LT	PDE4DIP
POLYOMASV40-LT	KIAA1949
POLYOMASV40-LT	BAG2
POLYOMASV40-LT	VPS13C
POLYOMASV40-LT	MBOAT7
POLYOMASV40-LT	ISG15
POLYOMASV40-LT	JAK1
POLYOMASV40-LT	HSPBP1
POLYOMASV40-LT	SERBP1
POLYOMASV40-LT	HSPA4
POLYOMASV40-LT	TAOK3
POLYOMASV40-LT	DTX3
POLYOMASV40-LT	PSMD1
POLYOMASV40-LT	MAP4
POLYOMASV40-LT	RBM25
POLYOMASV40-LT	CD44
POLYOMASV40-LT	DDX6
POLYOMASV40-LT	HDLBP
POLYOMASV40-LT	DNAJB1
POLYOMASV40-LT	DTX3L
POLYOMASV40-LT	SEMA4F
POLYOMASV40-LT	CCDC77
POLYOMASV40-LT	ANKRD30B
POLYOMASV40-LT	PSMB1
POLYOMASV40-LT	C9orf167
POLYOMASV40-LT	SLFN11
POLYOMASV40-LT	TFDP1
POLYOMASV40-LT	SLAIN2
POLYOMASV40-LT	USP7
POLYOMASV40-LT	PSMC4
POLYOMASV40-LT	EIF4G1
POLYOMASV40-LT	PPM1B
POLYOMASV40-LT	FN1
POLYOMASV40-LT	RBL2
POLYOMASV40-LT	PDXDC1
POLYOMASV40-LT	TRIM38
POLYOMASV40-ST	PPP2R1A
POLYOMASV40-ST	STAT1
POLYOMASV40-ST	COPB1
POLYOMASV40-ST	TGFB1I1
POLYOMASV40-ST	TMEM165
POLYOMASV40-ST	IGF2R
POLYOMASV40-ST	HSPA4
POLYOMASV40-ST	PSMD4
POLYOMASV40-ST	EFEMP2
POLYOMASV40-ST	SDF4
POLYOMASV40-ST	STRN4
POLYOMASV40-ST	VKORC1
POLYOMASV40-ST	CTSA
POLYOMASV40-ST	DNAJC7
POLYOMASV40-ST	RNH1
POLYOMASV40-ST	FAM40A
POLYOMASV40-ST	CTSB
POLYOMASV40-ST	ATP2A2
POLYOMASV40-ST	RANGAP1
POLYOMASV40-ST	GLB1
POLYOMASV40-ST	SEPT9
POLYOMASV40-ST	STRN3
POLYOMASV40-ST	MYOF
POLYOMASV40-ST	KIAA1949
POLYOMASV40-ST	FASN
POLYOMASV40-ST	SPARC
POLYOMASV40-ST	STRN
POLYOMASV40-ST	CTTNBP2NL
POLYOMASV40-ST	MAP2K3
POLYOMASV40-ST	COPG
POLYOMASV40-ST	RPS27L
POLYOMASV40-ST	MARCKS
POLYOMASV40-ST	STK24
POLYOMASV40-ST	PXN
POLYOMASV40-ST	ARHGAP1
POLYOMASV40-ST	DNAJA1
POLYOMASV40-ST	DNAJB4
POLYOMASV40-ST	LOX
POLYOMASV40-ST	BAG2
POLYOMASV40-ST	PDXDC1
POLYOMASV40-ST	TMX3
POLYOMASV40-ST	STUB1
POLYOMASV40-ST	MAP4K4
POLYOMASV40-ST	SQRDL
POLYOMASV40-ST	SRPRB
POLYOMASV40-ST	BAG3
POLYOMAWU-LST	RBL2
POLYOMAWU-LST	NDUFA4
POLYOMAWU-LST	DNAJC7
POLYOMAWU-LST	BAG5
POLYOMAWU-LST	PPM1B
POLYOMAWU-LST	MARCKS
POLYOMAWU-LST	C2orf44
POLYOMAWU-LST	TFDP1
POLYOMAWU-LST	CNBP
POLYOMAWU-LST	PSMA6
POLYOMAWU-LST	JAK1
POLYOMAWU-LST	CDK2
POLYOMAWU-LST	BAG3
POLYOMAWU-LST	E2F4
POLYOMAWU-LST	BAG1
POLYOMAWU-LST	RBL1
POLYOMAWU-LST	STUB1
POLYOMAWU-LST	GAS6
POLYOMAWU-LST	ATP2A2
POLYOMAWU-LST	DNAJB1
POLYOMAWU-LST	MLL3
POLYOMAWU-LST	RB1
POLYOMAWU-LST	BAG4
POLYOMAWU-LST	TP53
POLYOMAWU-LST	PICK1
POLYOMAWU-LST	RAB34
POLYOMAWU-LST	SQRDL
POLYOMAWU-LST	BAG2
POLYOMAWU-LST	SCCPDH
POLYOMAWU-LST	DNAJB4
POLYOMAWU-LST	PFKP
POLYOMAWU-LST	CNP
POLYOMAWU-LST	SEC61B
POLYOMAWU-LST	HSPA4
POLYOMAWU-LST	HSPA4L
