source target
Ath_C2099 Ath_C2041
Ath_C2099 Ath_C0006
Ath_C1525 Ath_C1524
Ath_C1525 Ath_C1699
Ath_C1525 Ath_C1743
Ath_C1525 Ath_C0001
Ath_C1525 Ath_C0004
Ath_C1525 Ath_C0011
Ath_C1525 Ath_C0170
Ath_C1525 Ath_C1251
Ath_C1525 Ath_C1269
Ath_C1522 Ath_C1523
Ath_C1522 Ath_C1521
Ath_C1522 Ath_C1567
Ath_C1522 Ath_C0004
Ath_C1522 Ath_C0011
Ath_C1522 Ath_C1269
Ath_C1801 Ath_C1242
Ath_C1801 Ath_C1800
Ath_C1801 Ath_C0023
Ath_C1801 Ath_C0008
Ath_C1242 Ath_C1984
Ath_C1242 Ath_C0004
Ath_C1242 Ath_C0005
Ath_C1242 Ath_C0047
Ath_C1242 Ath_C0081
Ath_C1242 Ath_C0162
Ath_C1242 Ath_C0498
Ath_C0607 Ath_C0643
Ath_C0607 Ath_C0009
Ath_C0607 Ath_C0008
Ath_C0607 Ath_C0080
Ath_C0520 Ath_C0727
Ath_C0520 Ath_C0005
Ath_C0520 Ath_C1044
Ath_C0520 Ath_C0014
Ath_C0520 Ath_C0472
Ath_C0727 Ath_C0929
Ath_C0727 Ath_C1152
Ath_C0727 Ath_C0272
Ath_C0727 Ath_C0004
Ath_C0727 Ath_C0005
Ath_C0727 Ath_C0014
Ath_C2199 Ath_C2094
Ath_C2199 Ath_C0184
Ath_C0626 Ath_C0629
Ath_C0626 Ath_C0736
Ath_C0626 Ath_C0011
Ath_C0626 Ath_C0012
Ath_C0626 Ath_C1223
Ath_C1508 Ath_C1507
Ath_C1508 Ath_C1509
Ath_C1508 Ath_C0001
Ath_C1508 Ath_C0005
Ath_C1106 Ath_C1909
Ath_C1106 Ath_C1912
Ath_C1106 Ath_C0014
Ath_C1106 Ath_C0019
Ath_C1106 Ath_C0850
Ath_C1506 Ath_C1507
Ath_C1506 Ath_C1411
Ath_C1506 Ath_C0011
Ath_C1506 Ath_C0004
Ath_C1506 Ath_C1269
Ath_C1510 Ath_C1511
Ath_C1510 Ath_C1509
Ath_C1510 Ath_C0011
Ath_C1510 Ath_C0004
Ath_C1510 Ath_C1269
Ath_C1513 Ath_C1514
Ath_C1513 Ath_C1512
Ath_C1513 Ath_C1702
Ath_C1513 Ath_C1704
Ath_C1513 Ath_C0011
Ath_C1513 Ath_C0004
Ath_C1513 Ath_C0057
Ath_C1513 Ath_C0702
Ath_C1513 Ath_C0781
Ath_C1513 Ath_C1269
Ath_C0720 Ath_C0513
Ath_C0720 Ath_C1252
Ath_C0327 Ath_C0900
Ath_C0327 Ath_C0004
Ath_C0327 Ath_C0011
Ath_C0900 Ath_C0577
Ath_C0900 Ath_C0457
Ath_C1912 Ath_C0014
Ath_C1912 Ath_C1990
Ath_C1912 Ath_C1910
Ath_C0704 Ath_C0514
Ath_C0704 Ath_C0462
Ath_C0704 Ath_C1076
Ath_C0514 Ath_C0012
Ath_C0514 Ath_C0006
Ath_C0514 Ath_C0005
Ath_C0514 Ath_C1135
Ath_C0514 Ath_C1137
Ath_C0514 Ath_C1141
Ath_C0514 Ath_C0546
Ath_C0514 Ath_C0199
Ath_C1501 Ath_C1500
Ath_C1501 Ath_C0922
Ath_C1500 Ath_C0918
Ath_C1500 Ath_C1291
Ath_C1500 Ath_C1258
Ath_C2276 Ath_C2175
Ath_C2276 Ath_C1961
Ath_C2276 Ath_C0090
Ath_C1444 Ath_C1445
Ath_C1444 Ath_C0005
Ath_C1444 Ath_C0004
Ath_C1625 Ath_C1266
Ath_C1625 Ath_C1251
Ath_C1625 Ath_C0001
Ath_C1625 Ath_C0145
Ath_C1625 Ath_C0350
Ath_C1608 Ath_C1283
Ath_C1608 Ath_C0047
Ath_C1446 Ath_C1447
Ath_C1446 Ath_C0019
Ath_C1440 Ath_C1441
Ath_C1440 Ath_C1438
Ath_C1440 Ath_C0010
Ath_C1440 Ath_C0457
Ath_C1441 Ath_C0006
Ath_C1811 Ath_C1071
Ath_C1811 Ath_C1805
Ath_C1811 Ath_C0011
Ath_C1402 Ath_C1482
Ath_C1402 Ath_C0012
Ath_C1482 Ath_C1483
Ath_C1482 Ath_C0046
Ath_C1442 Ath_C1443
Ath_C1442 Ath_C1435
Ath_C1442 Ath_C0010
Ath_C1442 Ath_C0005
Ath_C1442 Ath_C0457
Ath_C1564 Ath_C1321
Ath_C1564 Ath_C1372
Ath_C2285 Ath_C2168
Ath_C2285 Ath_C0012
Ath_C2285 Ath_C0018
Ath_C1406 Ath_C1468
Ath_C1406 Ath_C0001
Ath_C1458 Ath_C1416
Ath_C1458 Ath_C0004
Ath_C1436 Ath_C1443
Ath_C1436 Ath_C0001
Ath_C1439 Ath_C1441
Ath_C1439 Ath_C0001
Ath_C1452 Ath_C1426
Ath_C1452 Ath_C0001
Ath_C1452 Ath_C0099
Ath_C1451 Ath_C1421
Ath_C1451 Ath_C0010
Ath_C1251 Ath_C1614
